;id;name
0;28;Acción
1;12;Aventura
2;16;Animación
3;35;Comedia
4;80;Crimen
5;99;Documental
6;18;Drama
7;10751;Familia
8;14;Fantasía
9;36;Historia
10;27;Terror
11;10402;Música
12;9648;Misterio
13;10749;Romance
14;878;Ciencia ficción
15;10770;Película de TV
16;53;Suspense
17;10752;Bélica
18;37;Western
