;tmdb_id;imdb_rating;imdb_votes
750;61746;8.5;22,394
734;456;8.7;451,904
725;8592;8.6;302,453
691;71789;7.8;36,051
797;66276;8.4;181,275
763;1621;8.6;210,997
689;897;;
745;537;7.6;37,970
807;2391;8.0;28,153
778;67557;8.7;90,374
768;62428;7.6;1,298
752;80828;7.4;28,781
792;73544;8.4;49,747
796;88324;7.4;55,523
701;3137;;
744;61901;7.8;21,275
739;103157;6.5;2,457
810;91977;7.3;19,496
809;100412;7.5;5,299
789;7246;;
714;14009;8.0;22,459
773;84503;7.8;13,843
684;39218;8.2;12,014
721;45845;8.2;15,860
716;4459;8.4;26,826
710;4278;8.7;75,228
798;95603;;
784;88367;7.3;2,339
751;99080;5.5;814
781;114068;8.6;44,063
698;1487;7.3;7,047
755;26867;8.5;15,428
707;211747;6.9;3,485
742;88805;6.3;465
700;36581;7.6;4,295
788;17174;8.4;30,060
753;42445;8.5;31,103
754;61929;8.6;56,118
756;18347;8.5;302,233
757;30983;;
760;63407;7.9;469
758;83631;8.6;118,541
761;44807;;
759;80477;6.5;3,181
762;113988;;
764;1419;8.1;177,901
767;47;;
766;5371;6.8;46,478
765;95215;8.3;25,989
769;61415;8.0;9,341
770;65292;7.5;7,492
771;80240;7.7;1,662
772;110562;;
774;31917;7.4;183,657
776;82;7.9;26,660
775;2022;7.4;14,084
777;79008;8.0;5,235
779;41727;8.4;135,656
780;43270;6.2;2,299
786;131927;8.0;109,353
782;87689;7.0;57,602
783;5895;8.1;20,756
785;208891;;
787;94795;6.0;811
790;72;9.0;59,881
791;85801;7.1;9,106
793;9343;8.0;15,284
794;66573;8.2;204,384
795;32368;8.4;31,030
808;206586;7.8;41,859
799;58956;8.6;28
801;9027;7.7;2,970
800;103786;7.4;10,542
803;1436;8.6;124,229
802;96716;7.4;5,707
805;88236;7.8;41,993
804;91275;8.3;128,433
806;1712;7.8;17,444
811;4327;8.6;139,383
812;66203;6.7;1,951
813;87428;8.3;35,160
815;1695;8.1;98,418
814;201834;7.9;32,532
817;4607;8.3;638,007
819;52;8.1;192,831
818;10283;8.6;170,889
821;77939;;
822;512;8.0;11,799
824;668;7.8;14,028
823;1570;8.3;19,857
827;2734;8.1;136,268
826;95480;8.3;111,330
830;38165;7.8;7,758
833;1781;7.5;28,650
825;111141;8.3;111,218
834;90802;7.7;184,937
837;4589;8.7;331,791
829;60585;;
836;10331;8.1;10,860
835;1427;8.3;134,117
838;21641;7.1;25,718
839;62227;6.1;364
841;19253;7.8;1,621
842;156933;7.7;80,034
847;61244;8.5;69,180
848;60572;7.6;50,946
850;116386;7.9;8,740
852;2719;8.5;48,921
853;1554;8.6;34,886
856;44317;;
858;44953;6.8;1,440
859;18685;7.1;260
861;745;8.5;59,506
863;61418;7.9;61,248
866;918;8.5;65,805
865;88640;8.0;15,256
868;17035;8.4;60,679
869;693;7.6;146,219
885;80563;7.0;5,042
870;226135;8.0;23,224
862;126027;7.9;40,623
873;2730;8.5;29,706
877;1418;8.1;905,716
876;8358;8.0;130,334
878;82700;6.8;13,946
879;73944;7.8;4,678
880;4598;8.5;51,763
882;75450;7.5;116,000
883;38464;7.4;15,773
887;59186;8.5;49,148
886;65708;8.3;154,174
924;1421;8.5;511,285
854;1892;7.9;147,594
840;80968;8.3;95,906
816;72750;8.1;146,305
959;73481;;
875;46261;7.9;30,244
910;2426;7.9;77,272
933;249042;8.2;183,209
874;80748;7.1;25,841
958;606;7.4;42,026
897;38693;;
942;4482;7.6;25,681
936;121;8.4;40,588
919;12777;;
857;96444;7.2;2,515
901;5835;7.6;15,976
890;16830;7.7;18,909
864;59659;8.4;36,785
905;44824;8.0;329
888;185;8.4;47,752
845;42942;7.6;17,086
899;62255;7.4;7,913
926;61738;;
855;4455;8.2;14,342
920;133748;7.3;30,464
849;2742;8.5;67,752
831;64163;6.6;3,552
916;1450;7.8;29,783
843;126531;7.4;2,589
844;50035;;
894;17463;6.1;4,209
881;80825;7.5;272
955;11767;6.7;504
947;60833;7.0;4,370
860;12536;6.8;5,469
921;42511;7.7;9,426
930;92053;7.6;9,571
851;99583;4.0;2,448
867;66496;8.0;6,827
884;32871;;
911;12614;6.9;641
908;76122;6.6;2,709
871;45579;7.9;3,802
928;1069;7.3;3,441
938;82369;;
872;67272;;
907;530;;
828;99073;6.4;1,740
832;40403;;
820;157741;8.2;51,330
889;72462;7.1;2,697
846;116174;8.6;39,180
914;5622;6.3;2,738
891;32895;7.7;39,681
892;73107;8.3;132,844
893;61014;8.5;54,528
895;56425;7.5;2,490
896;96571;8.5;10,455
898;48866;7.5;291,003
900;66292;8.4;232,837
903;580;8.1;73,417
902;106158;7.7;10,855
904;97951;8.2;60,871
906;553;8.0;6,379
909;90296;8.1;52,799
912;4586;8.2;161,228
913;63109;;
915;1877;8.1;60,263
917;36983;6.8;3,855
918;124800;7.5;42,919
922;68507;7.8;90,305
927;1447;8.4;116,003
923;60694;;
925;153411;;
931;85021;;
932;6024;;
929;110382;;
934;65988;;
939;79410;;
935;652;;
937;93405;;
940;88713;;
941;71715;;
943;123548;;
944;62046;;
948;1426;;
945;236235;;
946;111625;;
949;82452;;
951;32226;;
950;79588;;
952;86248;;
953;70881;;
954;46533;;
957;5639;;
956;110531;;
960;45871;;
962;4271;;
961;70176;;
964;132750;;
963;134865;;
965;128252;;
966;83050;;
968;88329;;
969;66084;;
967;107365;;
972;31586;;
974;90462;;
977;42035;;
975;63764;;
973;111616;;
981;4269;;
979;115645;;
982;209167;;
983;199001;;
987;85720;;
989;34415;;
990;113036;;
992;68073;;
993;64439;;
994;205715;;
996;78204;;
997;54671;;
998;35279;;
999;54583;;
1001;1432;;
1002;72350;;
1003;4345;;
1004;103768;;
1006;4588;;
1007;77236;;
1010;15842;;
1011;204541;;
1013;2996;;
1012;96580;;
1015;605;;
